Artist,Album,# Items,Total Time
The Rolling Stones,A Bigger Bang,16,1:04:20
The Rolling Stones,Black And Blue,8,41:20:00
The Rolling Stones,Blue & Lonesome,12,42:43:00
Artist,Album,# Items,Total Time
The Rolling Stones,Bridges To Babylon,14,1:06:14
The Rolling Stones,December's Children [And Everybody's],12,29:12:00
The Rolling Stones,Dirty Work,11,39:43:00
The Rolling Stones,Emotional Rescue,10,41:12:00
The Rolling Stones,England's Newest Hit Makers,12,31:20:00
The Rolling Stones,Exile On Main St.,18,1:06:33
The Rolling Stones,Goats Head Soup,10,46:44:00
The Rolling Stones,Goats Head Soup (Deluxe),37,2:53:14
The Rolling Stones,It's Only Rock'n'Roll,10,47:56:00
The Rolling Stones,Let It Bleed,9,42:45:00
The Rolling Stones,Out Of Our Heads,12,33:25:00
The Rolling Stones,The Rolling Stones,12,32:32:00
The Rolling Stones,The Rolling Stones No. 2,12,37:03:00
The Rolling Stones,"The Rolling Stones, Now!",12,35:30:00
The Rolling Stones,Scarlet (Single Mix) [feat. Jimmy Page] - Single,1,3:44
The Rolling Stones,Some Girls,10,40:44:00
The Rolling Stones,Steel Wheels,12,52:55:00
The Rolling Stones,Sticky Fingers,10,46:09:00
The Rolling Stones,Tattoo You,11,43:02:00
The Rolling Stones,Their Satanic Majesties Request,10,44:08:00
The Rolling Stones,Undercover,10,44:19:00
The Rolling Stones,Voodoo Lounge,15,1:01:41
The Rolling Stones,12 x 5,12,30:46:00
The Roots,...and then you shoot your cousin,1,3:01
Roscoe,The Frank & Jess Story,15,1:00:00
Roscoe,I Luv Cali,18,1:08:03
Roscoe,On Fleek (feat. Marley Young) - Single,1,3:58
Roscoe,Philaphornia 2: Tha Philly Fanatic,17,1:05:45
Roscoe,The Process,13,50:38:00
Roscoe,Tha Influence,17,48:57:00
Roscoe,Tha Influence Album,14,43:53:00
Roscoe,Tha Tekneek Files,14,54:55:00
Roscoe,Young Roscoe Philaphornia,13,51:38:00
Artist,Album,# Items,Total Time
"Royce da 5'9""",Layers,17,1:03:10
Ruby Rose,Break Free - Single,1,5:18
Ruff Ryders,"Ruff Ryders: Ryde or Die, Vol. 1",15,54:13:00
Ruff Ryders,Ryde Or Die Vol. II,16,59:38:00
Ruff Ryders,"Ryde or Die, Volume 3: In the R We Trust",17,1:05:26
Ruff Ryders,Vol. 4: The Redemption,18,1:08:51
Rumer,Love Is the Answer - EP,1,4:11
Run The Jewels,Blockbuster Night Part 2 EP,4,12:44
Run The Jewels,Meow the Jewels,12,42:00:00
Run The Jewels,"Record Store Day EP 12""",4,12:44
Run The Jewels,RTJ3,14,51:36:00
Run The Jewels,RTJ4,11,39:00:00
Run The Jewels,Run the Jewels (Deluxe European Edition),13,44:05:00
Run The Jewels,Run The Jewels 2,11,38:08:00
Run-DMC,Back From Hell,16,54:44:00
Run-DMC,Crown Royal,25,1:32:10
Run-DMC,Down With The King,15,49:36:00
Run-DMC,It's Tricky (DJ Fresh Remix),1,3:32
Run-DMC,King of Rock,9,43:50:00
Run-DMC,Raising Hell,17,56:32:00
Run-DMC,Run-D.M.C.,13,57:35:00
Run-DMC,TOUGHER THAN LEATHER,12,40:30:00
RUNWAY,Fire (feat. DJ Snake & French Montana) - Single,1,3:15
Russ,Private (feat. Rexx Life Raj) - Single,1,3:10
Russ,SHAKE THE SNOW GLOBE,14,43:45:00
Russ,There's Really A Wolf,20,1:03:58
Russ,ZOO,14,51:05:00
Ruthless,Flash Forward EP,2,5:26
St. Lunatics,Free City,20,1:15:32
salem ilese,Coke and Mentos - Single,1,2:08
salem ilese,Fake A Smile - Single,1,2:48
salem ilese,(L)only Child - EP,1,2:43
salem ilese,(L)only Child - Single,1,2:24
Artist,Album,# Items,Total Time
salem ilese,Splinter (with salem ilese) - Single,1,3:44
salem ilese,Yoga - Single,1,2:13
Sam Hunt,SOUTHSIDE,12,39:07:00
Sam Smith,In The Lonely Hour (Deluxe Edition),15,50:02:00
Sam Smith,Life Support - Single,1,2:53
Sam Smith,Money On My Mind - EP,4,16:35
SAM TROCKI & Neon Hitch,Walking On - Single,1,4:29
San Holo,bb u ok?,20,1:12:57
Santana,Corazón (Deluxe Edition),1,3:26
Santana,"One Love, One Rhythm - The 2014 FIFA World…",1,3:48
Santana,Smooth (feat. Rob Thomas) (CD Maxi) - Single,1,4:05
Santigold,99 Cents,12,45:29:00
Saweetie,Best Friend (feat. Doja Cat & Stefflon Don) - Single,1,2:56
Saweetie,Best Friend (feat. Doja Cat) - Single,1,2:36
SBTRKT,SAVE YOURSELF,8,25:56:00
SBTRKT,SBTRKT,13,47:27:00
Scarface,Deeply Rooted,15,54:49:00
Scarface,No Problem - Single,1,2:58
ScHoolboy Q,Oxymoron (Deluxe Edition),17,1:16:57
ScHoolboy Q,Schoolboy Q 2,10,57:38:00
Scott Storch,Fuego Del Calor (feat. Ozuna & Tyga) - Single,1,2:28
Sean Kingston,Wait Up - Single,1,3:12
Sean Paul,Dutty Rock,20,1:12:11
Sean Paul,Full Frequency,14,49:37:00
The Secret Handshake,One Full Year,14,56:17:00
Selena Gomez,Back to You - Single,1,3:30
Selena Gomez,Back to You (Anki Remix) - Single,1,4:15
Selena Gomez,Back to You (Joey Pecoraro Remix) - Single,1,3:47
Selena Gomez,Back to You (Riton & Kah-Lo Remix) - Single,1,2:58
Selena Gomez,Bad Liar - Single,1,3:35
Selena Gomez,Come & Get It (Remixes),6,36:14:00
Selena Gomez,Feel Me - Single,1,3:46
Selena Gomez,Fetish (feat. Gucci Mane) - Single,1,3:06
Artist,Album,# Items,Total Time
Selena Gomez,Fetish (Galantis Remix) [feat. Gucci Mane] - Single,1,3:28
Selena Gomez,For You,15,52:01:00
Selena Gomez,Good For You (feat. A$AP Rocky) - Single,1,3:42
Selena Gomez,Good for You (feat. A$AP Rocky) [Phantoms Re…,1,4:07
Selena Gomez,Good For You (Remixes) [feat. A$AP Rocky] - Si…,3,10:45
Selena Gomez,Hands to Myself (Remixes) - Single,3,11:36
Selena Gomez,I Can't Get Enough - Single,1,2:38
Selena Gomez,It Ain't Me - Single,1,3:41
Selena Gomez,It Ain't Me (Tiësto's AFTR:HRS Remix) - Single,1,3:12
Selena Gomez,Kill Em with Kindness (Remixes) - Single,3,10:45
Selena Gomez,Kiss & Tell,13,42:26:00
Selena Gomez,Look At Her Now - Single,1,2:43
Selena Gomez,Lose You to Love Me - Single,1,3:26
Selena Gomez,Rare (80's Version) - Single,1,3:22
Selena Gomez,Rare (Deluxe),17,54:01:00
Selena Gomez,Rare (Target Deluxe Edition),18,59:09:00
Selena Gomez,Revelación - EP,7,19:33
Selena Gomez,Revival (Deluxe),18,1:05:33
Selena Gomez,Same Old Love (Grey Remix) - Single,1,2:53
Selena Gomez,Same Old Love (Remix) [feat. Fetty Wap] - Single,1,3:24
Selena Gomez,Same Old Love (Remixes) - EP,4,18:11
Selena Gomez,Slow Down - EP,4,17:39
Selena Gomez,Slow Down (Reggae Remixes) - Single,3,14:10
Selena Gomez,Slow Down (Remixes),5,30:50:00
Selena Gomez,Stars Dance (Bonus Track Version),13,46:12:00
Selena Gomez,Stigma - EP,5,17:44
Selena Gomez,Taki Taki (Solo Version) - Single,1,2:30
Selena Gomez,When the Sun Goes Down (Deluxe Edition),20,1:18:14
Selena Gomez,Wolves - Single,1,3:18
Selena Gomez,Wolves (MOTi Remix) - Single,1,4:06
Selena Gomez,Wolves (Owen Norton Remix) - Single,1,4:34
Selena Gomez,Wolves (Rusko Remix) - Single,1,3:47
Selena Gomez,Wolves (Said the Sky Remix) - Single,1,3:28
Artist,Album,# Items,Total Time
Selena Gomez,Wolves (Sneek Remix) - Single,1,4:35
Selena Gomez,Wolves (Total Ape Remix) - Single,1,3:05
Selena Gomez,A Year Without Rain,11,38:08:00
Serial Killers,Day of the Dead,7,19:51
Serial Killers,The Murder Show,10,37:49:00
Serial Killers,Serial Killers Presents: Summer of Sam,12,41:55:00
Serial Killers,Serial Killers Vol. 1,14,54:02:00
Seven Lions,Worlds Apart - EP,5,26:11:00
Shaggy,Angel - EP,1,3:57
Shaggy,Hot Shot,14,53:12:00
Shaggy,Hot Shot 2020 (Deluxe),19,1:07:22
Shaggy,"I Need Your Love (feat. Mohombi, Faydee & Cos…",1,3:37
Shaggy,Only Love (feat. Pitbull & Gene Noble) - Single,1,4:30
Shaggy,You Girl (feat. Ne-Yo) (Remixes) - Single,3,11:21
Shakira,Can't Remember To Forget You (feat. Rihanna) (…,1,5:14
Shakira,Dare (La La La) - Single,1,3:07
Shakira,Hips Don't Lie (feat. Wyclef Jean) - Single,1,3:38
Shakira,The One - Single,1,3:43
Shakira,Shakira. (Deluxe Edition),15,51:32:00
Shakira,Underneath Your Clothes - Single,1,3:44
Shaquille O' Neal,Shaq Fu: Da Return,12,47:24:00
Shaquille O'Neal,Shaq Diesel,12,41:05:00
Shawn Mendes,The Christmas Song - Single,1,3:16
Shawn Mendes,Handwritten (Deluxe),17,55:49:00
Shawn Mendes,I Know What You Did Last Summer - Single,1,3:44
Shawn Mendes,Señorita - Single,1,3:11
Shawn Mendes,Wonder,14,39:59:00
Shawty Lo,Units In The City,15,51:08:00
Sheck Wes,MUDBOY,14,49:10:00
Sheek Louch,Bang Bang (feat. Pusha T) - Single,1,2:42
Shiny Toy Guns,Girls Le Disko: The Remixes,15,1:14:43
Shiny Toy Guns,We Are Pilots,11,44:26:00
Shop Boyz,Party Like A Rockstar (Remix) (feat. Lil' Wayne &…,1,4:07
Artist,Album,# Items,Total Time
Shy Glizzy,Awwsome (feat. 2 Chainz & A$AP Rocky) [Remi…,1,4:28
Shy Glizzy,Fully Loaded,19,1:04:00
Shy Glizzy,Funeral (feat. Jeezy) - Single,1,5:45
Shy Glizzy,Young Jefe 3,18,56:02:00
Sia,Alive - Single,1,4:24
Sia,California Dreamin’ [de “San Andreas (Original M…,1,3:36
Sia,Healing Is Difficult (UK Edition),13,1:09:13
Sia,HOLOGRAM,35,2:03:32
Sia,Some People Have Real Problems,15,1:02:10
Sia,This Is Acting,12,46:37:00
Sia,We Are Born,14,50:12:00
Sia,1000 Forms of Fear (Deluxe Version),20,1:24:38
Silkk The Shocker,Charge It 2 Da Game,20,1:17:51
Silkk The Shocker,Made Man,20,1:13:13
Silkk The Shocker,The Shocker,19,1:15:01
Simple Plan,Get Your Heart On - The Second Coming!,7,24:29:00
Simple Plan,Get Your Heart On!,11,37:43:00
Simple Plan,I Don't Wanna Be Sad - Single,1,3:13
Simple Plan,I Don't Want to Go to Bed (feat. Nelly) - Single,1,3:15
Simple Plan,"No Pads, No Helmets...Just Balls",13,46:41:00
Simple Plan,Saturday - Single,1,2:57
Simple Plan,Simple Plan,11,43:40:00
Simple Plan,Singing in the Rain - Single,1,3:29
Simple Plan,Still Not Gettin' Any,11,38:03:00
Simple Plan,Taking One for the Team,14,46:15:00
Simple Plan,When I'm Gone - EP,2,6:44
Sir Mix-A-Lot,Mack Daddy,13,1:00:09
Sir Mix-A-Lot,Seminar,10,44:39:00
Sir Mix-A-Lot,Swass,13,54:03:00
Sisqó,A-List (feat. Waka Flocka Flame) - Single,1,4:00
Sisqó,Last Dragon,12,41:09:00
Sisqó,Unleash The Dragon,13,50:53:00
Skee-Lo,Fresh Ideas,12,44:54:00
Artist,Album,# Items,Total Time
Skee-Lo,I Wish,12,46:33:00
Skrillex,Blast Off (Radio Edit) - Single,1,3:08
Skrillex,Ease My Mind v Ragga Bomb (Remixes) - EP,4,17:24
Skrillex,Recess,11,46:35:00
Skrillex,Recess Remixes - EP,4,16:36
Skrillex,Skrillex and Diplo Present Jack Ü,10,35:26:00
Skrillex,Stranger (Skrillex Remix with Tennyson & White…,1,4:30
Slayyyter,Slayyyter,14,41:20:00
Slayyyter,Troubled Paradise,12,36:31:00
Sleepy Hallow,Still Sleep?,14,34:10:00
Slick Rick,The Art Of Storytelling,24,1:13:28
Slick Rick,Behind Bars,11,40:13:00
Slick Rick,The Great Adventures Of Slick Rick,12,50:21:00
Slick Rick,The Ruler's Back,12,45:55:00
Slim Thug,Already Platinum,16,1:02:29
Slim Thug,Boss Life,18,1:06:20
Slim Thug,"Hogg Life, Vol. 2: Still Surviving",12,46:36:00
Slim Thug,"Hogg Life, Vol. 4: American King",15,59:03:00
Slim Thug,Hogg Life: The Beginning,13,47:16:00
Slim Thug,I Run (feat. Yelawolf) - Single,1,3:57
Slim Thug,Thug Thursday 2,16,51:56:00
Slim Thug,The World Is Yours,15,52:27:00
Slum Village,YES,12,39:55:00
Slushii,There X2 (feat. Marshmello) - Single,1,3:50
Smoke DZA,The Hustler's Catalog 2,10,33:01:00
Snoop Dogg,Back Up - Single,1,4:30
Snoop Dogg,BUSH,10,41:19:00
Snoop Dogg,COOLAID,20,1:17:16
Snoop Dogg,"Da Game Is To Be Sold, Not To Be Told",21,1:19:34
Snoop Dogg,Doggumentary (Bonus Track Version),22,1:23:00
Snoop Dogg,Doggystyle,18,52:34:00
Snoop Dogg,Ego Trippin',21,1:17:42
Snoop Dogg,From Tha Streets 2 Tha Suites,10,36:26:00
Artist,Album,# Items,Total Time
Snoop Dogg,I'm from Long Beach - Single,1,2:53
Snoop Dogg,Late Nights - Single,1,3:00
Snoop Dogg,Malice 'n' Wonderland,14,54:03:00
Snoop Dogg,Neva Left,16,1:01:23
Snoop Dogg,No Limit Top Dogg,21,1:17:48
Snoop Dogg,Paid Tha Cost To Be Da Bo$$,20,1:19:04
Snoop Dogg,R&g (Rhythm & Gangsta): The Masterpiece,20,1:17:50
Snoop Dogg,Snoop Dogg Presents Bible of Love,32,2:13:50
Snoop Dogg,Tha Blue Carpet Treatment,21,1:18:00
Snoop Dogg,Tha Doggfather,21,1:14:02
Snoop Dogg,Tha Last Meal,18,1:13:07
Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars) - Single",1,3:28
Snootie Wild,Yayo (feat. Yo Gotti) - Single,1,3:40
Snow Tha Product,Doing Fine - Single,1,3:26
Snow Tha Product,Funny - Single,1,2:36
Snow Tha Product,Never Be Me - Single,1,2:24
Social House,Everything Changed… - EP,6,17:52
Solange,A Seat at the Table,21,51:55:00
Solange,Sol-Angel and the Hadley St. Dreams (Deluxe E…,1,3:48
Solange,Sol-Angel and the Hadley St. Dreams (Deluxe E…,14,59:54:00
Solange,Sol-Angel and the Hadley St. Dreams (Deluxe E…,2,9:08
Solange,1,7,27:58:00
Soulja Boy Tell 'Em,Soulja World,14,24:33:00
Soulja Slim,Give It 2 'Em Raw,20,1:13:50
Soulja Slim,The Streets Made Me,21,1:13:46
Soulja Slim,Years Later,18,1:10:17
Soulja Slim,Years Later... A Few Months After,19,1:09:58
SpaceGhostPurrp,Mysterious Phonk: The Chronicles Of SpaceGho…,14,58:03:00
SpotemGottem,Beat Box 3 (feat. DaBaby) - Single,1,3:20
SpotemGottem,Beat Box 4 - Single,1,3:32
SpotemGottem,Beat Box 5 (feat. Polo G) - Single,1,3:08
SpotemGottem,Final Destination,13,31:44:00
St. Lunatics,St. Lunatics - EP,7,28:48:00
Artist,Album,# Items,Total Time
St. Vincent,Daddy's Home,14,43:16:00
StarBoi3,Dick (feat. Doja Cat) - Single,1,2:55
Stat Quo,ATLA: All This Life Allows (Vol. I),12,54:12:00
Stat Quo,FUPM Is The Future,14,43:07:00
Steve Aoki,Back to Earth (feat. Fall Out Boy) [Remixes] - Si…,3,14:04
Steve Aoki,Can't Stop The Swag - Single,1,4:09
Steve Aoki,Darker Than Blood (feat. LINKIN PARK) - Single,1,5:13
Steve Aoki,Darker Than Blood (Remixes) [feat. LINKIN PAR…,4,15:34
Steve Aoki,Delirious (Boneless) (feat. Kid Ink) (Remixes) - S…,2,8:30
Steve Aoki,Feedback (Steve Aoki & Autoerotique vs. Dimitri…,1,3:51
Steve Aoki,Free the Madness (Remixes) [feat. Machine Gun…,3,12:07
Steve Aoki,Home We'll Go (Take My Hand) [Remixes] - EP,5,23:18
Steve Aoki,Light Years (feat. Rivers Cuomo) [Remixes] - Sin…,2,7:21
Steve Aoki,Neon Future I,10,40:56:00
Steve Aoki,Rage The Night Away (feat. Waka Flocka Flame)…,1,4:45
Steve Aoki,Youth Dem (Turn Up) [feat. Snoop Lion] [Remixe…,3,9:14
Stevie Nicks,Bella Donna,10,42:04:00
Stevie Nicks,The Other Side Of The Mirror,12,56:13:00
Stevie Nicks,Rock A Little,11,44:57:00
Stevie Nicks,The Wild Heart,10,45:17:00
STRFKR,"Being No One, Going Nowhere",11,41:11:00
STRFKR,Deep Dream - Single,1,3:40
STRFKR,Golden Light,4,20:15
STRFKR,Heaven's Youth,12,37:57:00
STRFKR,Julius,2,8:45
STRFKR,Julius (Remixes),3,12:18
STRFKR,Jupiter,11,34:35:00
STRFKR,Miracle Mile,15,50:39:00
STRFKR,Reptilians,11,36:35:00
STRFKR,Starfucker,11,34:04:00
STRFKR,STRFKR/Champagne Champagn,2,6:28
Styles of Beyond,Megadef,14,47:35:00
Styles of Beyond,Razor Tag,23,1:02:54
Artist,Album,# Items,Total Time
Styles of Beyond,Reseda Beach,16,48:19:00
Styles of Beyond,2000 Fold,1,0:49
Styles of Beyond,2000 Fold,18,57:22:00
Styles of Beyond,2000 Fold,1,4:49
Styles P,A Gangster And A Gentleman,24,1:19:58
Styles P,S.P. The GOAT: Ghost of All Time,12,41:04:00
Styles P,Sour (feat. Jadakiss & Rocko) - Single,1,4:27
Styles P,Styles David: Ghost Your Enthusiasm,15,42:58:00
Styles P,Super Gangster (Extraordinary Gentleman),19,58:04:00
Styles P,Time is Money,12,44:49:00
Suga Free,Hi Power Pimpin',19,1:05:24
Suga Free,Just Add Water,25,1:18:00
Suga Free,The New Testament,16,55:17:00
Suga Free,The Resurrection,21,1:02:25
Suga Free,Smell My Finger,17,1:10:14
Suga Free,Street Gospel,14,57:50:00
Suga Free,Sunday School,17,1:03:26
Sum 41,All Killer No Filler,13,32:19:00
Sum 41,Chuck,13,37:54:00
Sum 41,Does This Look Infected?,12,31:12:00
Sum 41,Half Hour Of Power,11,29:57:00
Sum 41,Order In Decline,10,36:04:00
Sum 41,Screaming Bloody Murder,14,48:37:00
Sum 41,Underclass Hero,15,51:56:00
Sum 41,13 Voices,16,57:10:00
Summer Walker,Over It,18,48:55:00
Surfaces,Horizons,12,35:47:00
Surfaces,So Far Away - Single,1,3:27
Surfaces,Where the Light Is,10,29:37:00
Swifty McVay,Detroit Life,20,1:19:18
Swifty McVay,Grey Blood,18,1:12:26
Swifty McVay,Live Evil Where Evil Live,16,1:07:54
Swizz Beatz,One Man Band Man,12,38:11:00
Artist,Album,# Items,Total Time
Swizz Beatz,POISON,10,33:02:00
Swizz Beatz,Swizz Beatz Presents G.H.E.T.T.O. Stories,17,1:07:54
SZA,Ctrl,14,49:06:00
T.I.,About the Money (feat. Young Thug) - Single,1,4:30
T.I.,"Check, Run It - Single",1,3:58
T.I.,Da' Nic - EP,5,19:33
T.I.,Dead & Gone (feat. Justin Timberlake) - Single,1,5:00
T.I.,Live Your Life (feat. Rihanna) - Single,1,5:39
T.I.,No Mediocre (feat. Iggy Azalea) - Single,1,3:22
T.I.,No Mercy (feat. The-Dream) - Single,1,4:08
T.I.,Paperwork (Deluxe Edition),18,1:14:39
T.I.,Project Steps - Single,1,4:01
T.I.,Remember Me (feat. Mary J. Blige) - Single,1,4:05
T.I.,Sorry (feat. André 3000) - Single,1,5:49
T.I.,Whatever You Like - Single,1,4:12
Taio Cruz,There She Goes - Single,1,3:44
Tame Impala,Currents,13,51:14:00
Tame Impala,InnerSpeaker (Deluxe Limited Edition) CD 1 - In…,12,1:20:40
Tame Impala,InnerSpeaker (Deluxe Limited Edition) CD 2 - Ex…,9,51:43:00
Tame Impala,Lonerism,13,54:59:00
Tatyana Ali,Hello - EP,5,18:03
Taylor Swift,Bad Blood (feat. Kendrick Lamar) - Single,1,3:20
Taylor Swift,folklore (deluxe version),17,1:07:08
Taylor Swift,Lover,18,1:01:53
Taylor Swift,1989 (Deluxe Edition),19,1:08:46
Tech N9ne,Aw Yeah (Intervention) - Single,1,2:54
Tech N9ne,Dyin' Flyin' (feat. Krizz Kaliko) - Single,1,4:00
Tech N9ne,Hood Go Crazy (feat. 2 Chainz & B.o.B.) - Single,1,3:46
Tech N9ne,Special Effects (Deluxe Version),26,1:25:38
Tech N9ne,Vintage Tech,18,1:16:06
Teddybears,Best You Ever Had (feat. Gorilla Zoe) - Single,1,3:31
Teddybears,Devil's Music,12,38:56:00
Teddybears,"Young, Handsome & Fast (feat. Rigo & Rakel) -…",1,3:18
Artist,Album,# Items,Total Time
Tee Grizzley,Built For Whatever,19,53:58:00
Tee Grizzley,From the D to the A (feat. Lil Yachty) - Single,1,2:39
Tee Grizzley,I Spy - Single,1,3:07
Tee Grizzley,Late Night Calls - Single,1,2:55
Tee Grizzley,Married To My Enemies - Single,1,2:52
Tee Grizzley,My Moment,13,43:01:00
Tee Grizzley,Never Bend Never Fold - Single,1,2:30
Tee Grizzley,Robbery Part Two - Single,1,2:58
Tee Grizzley,Scriptures,14,40:04:00
Tee Grizzley,Second Day Out - Single,1,3:05
Tee Grizzley,The Smartest,17,45:21:00
Tee Grizzley,White Lows Off Designer (feat. Lil Durk) - Single,1,2:55
Tee Grizzley,Wit a Sticc - Single,1,3:10
Terror Squad,Lean Back - Single,1,4:12
Terror Squad,Terror Squad: The Album,16,1:04:06
Teyana Taylor,The Album,23,1:17:31
Teyana Taylor,K.T.S.E.,8,22:59
Teyana Taylor,VII (Deluxe Edition),14,47:01:00
Tha Dogg Pound,Cali Iz Active,16,1:09:00
Tha Dogg Pound,Dillinger & Young Gotti,21,1:13:16
Tha Dogg Pound,Dillinger & Young Gotti II - Tha Saga Continuez,14,51:34:00
Tha Dogg Pound,Dogg Food,17,1:11:25
Tha Dogg Pound,DPGC'Ology [Hosted by DJ Nik Bean],24,1:19:53
Tha Dogg Pound,"That Was Then, This Is Now",19,1:15:48
Tha Dogg Pound,We Rollin (feat. Kaydence) - Single,1,4:04
Tha Dogg Pound,100 Wayz,17,1:07:13
Tha Dogg Pound,2002,16,1:10:25
Tha Eastsidaz,Duces 'N Trayz: The Old Fashioned Way,20,1:19:53
Tha Eastsidaz,Tha Eastsidaz,22,1:09:09
The Offspring,The Offspring,10,28:03:00
The Offspring,Ignition,12,37:29:00
The Offspring,Smash,14,46:45:00
The Offspring,Ixnay on the Hombre,14,42:13:00
Artist,Album,# Items,Total Time
The Offspring,Americana,14,42:24:00
The Offspring,Splinter,12,31:50:00
The Offspring,"Rise and Fall, Rage and Grace",12,43:44:00
The Offspring,Days Go By,12,42:49:00
The-Dream,That’s My Shit - Single,2,8:49
TheHxliday,Broken Halls - EP,5,14:49
TheHxliday,Laugh A Little - Single,1,2:39
TheHxliday,Mistakes - Single,1,2:53
TheHxliday,The Most Beautiful Disaster - EP,9,25:59:00
TheHxliday,Salsa - Single,1,2:50
TheHxliday,Wit Dat (feat. Polo G) - Single,1,2:45
Thieves Like Us,Play Music,11,45:49:00
Thomas Rhett,Country Again (Side A),11,34:04:00
Three 6 Mafia,Last 2 Walk (Deluxe Edition),22,1:11:51
Three 6 Mafia,Most Known Unknown,21,1:13:22
Three 6 Mafia,Stay Fly (feat. Young Buck & 8Ball & MJG) - EP,4,15:48
Tiësto,The Business - Single,1,2:44
Tiësto,C'Mon (Catch 'Em By Surprise) - Single,1,3:33
Tiësto,Say Something - Single,1,4:48
Tiësto,Split (Only U) - Single,1,5:07
Tiësto,A Town Called Paradise (Deluxe Edition),18,1:13:17
Tiësto,Wasted (feat. Matthew Koma) - Single,1,3:08
Tiga,Bugatti - Single,1,3:31
Tiga,Nightclub (Tiga vs. Audion) - Single,3,17:49
Tiga,Woke (Remixes Part 1) - Single,3,20:25
Timbaland,Don't Get No Betta (feat. Mila J) - Single,1,3:35
Timbaland,Indecent Proposal,17,1:07:16
Timbaland,"Know Bout Me (feat. Jay-Z, Drake & James Fau…",1,4:23
Timbaland,Scream (feat. Keri Hilson & Nicole Scherzinger)…,1,3:45
Timbaland,Shock Value,17,1:02:03
Timbaland,Shock Value II,17,1:13:15
Timbaland,Under Construction Part II,16,1:03:00
Timbaland,Welcome To Our World,18,1:14:36
Artist,Album,# Items,Total Time
Tinashe,Party Favors (feat. Young Thug) - Single,1,4:30
Tinashe,Pasadena - Single,1,2:58
Tinashe,Player (feat. Chris Brown) - Single,1,3:21
Tinashe,Pretend Remix (feat. Jeezy) - Single,1,4:16
Tinashe,Ride of Your Life - Single,1,3:34
The Ting Tings,Sounds From Nowheresville (Deluxe Edition),19,1:12:22
The Ting Tings,Super Critical,9,31:43:00
The Ting Tings,We Started Nothing (Japan Edition),13,49:46:00
Tinie Tempah,Frisky (feat. Labrinth) - Single,1,4:56
Tinie Tempah,Invincible (feat. Kelly Rowland) - Single,1,3:22
Tinie Tempah,Junk Food,10,40:30:00
Tinie Tempah,Not Letting Go (feat. Jess Glynne) - Single,1,3:49
Tinie Tempah,Pass Out - Single,1,3:56
Tinie Tempah,Till I'm Gone (feat. Wiz Khalifa) - Single,1,3:34
Tinie Tempah,Wonderman (feat. Ellie Goulding) - Single,1,3:42
Tinie Tempah,Written In The Stars (feat. Eric Turner) - Single,1,3:39
TLC,Fanmail,17,1:02:34
TNGHT,II,1,3:13
TNGHT,Serpent - Single,1,2:50
TNGHT,Tnght - EP,5,15:52
Tokio Hotel,Dream Machine,11,46:12:00
Tokio Hotel,Humanoid [English Deluxe Edition],20,1:15:14
Tokio Hotel,Kings of Suburbia (Deluxe Version),16,57:01:00
Tokio Hotel,Schrei,12,41:46:00
Tokio Hotel,Scream,12,46:19:00
Tokio Hotel,Zimmer 483,12,45:00:00
Tom DeLonge,"To the Stars... Demos, Odds and Ends",8,25:55:00
Tones and I,The Kids Are Coming - EP,6,20:37
Tony Yayo,"Haters (feat. 50 Cent, Shawty Lo, Kidd Kidd & R…",1,3:56
Tony Yayo,Pass The Patrón (feat. 50 Cent) - Single,1,3:03
Tony Yayo,So Seductive (feat. 50 Cent) - Single,1,3:35
Too $hort,"Gangsters & Strippers, Volume 1",18,1:07:56
Too $hort,Get In Where You Fit In,13,1:14:18
Artist,Album,# Items,Total Time
Too $hort,Hella Disrespectful: Bay Area Mixtape,22,1:10:50
Too $hort & E-40,Ain't Gone Do It / Terms and Conditions,20,1:00:55
Too $hort,Blow the Whistle,16,1:00:42
Too $hort,Born to Mack,8,51:15:00
Too $hort,Can't Stay Away,17,1:16:07
Too $hort,Chase the Cat,17,1:08:15
Too $hort,Cocktails,12,1:07:38
Too $hort,Don't Stop Rappin',5,43:02:00
Too $hort,Get Off the Stage,10,35:13:00
Too $hort,Gettin' It (album number ten),14,1:06:00
Too $hort,Life Is... Too $hort,10,54:57:00
Too $hort,Married to the Game,15,1:02:31
Too $hort,Mixtape Volume 1: Nation Riders,23,1:09:36
Too $hort,No Trespassing,17,1:05:31
Too $hort,The Pimp Tape,20,1:06:13
Too $hort,Pimpin' Incorporated,20,1:01:22
Too $hort,Players,7,44:28:00
Too $hort,"Raw, Uncut and X-Rated",5,40:56:00
Too $hort,Short Dog's in the House,13,1:09:50
Too $hort,Shorty the Pimp,12,1:05:17
Too $hort,Still Blowin',12,44:54:00
Too $hort,The Vault,11,35:51:00
Too $hort,What's My Favorite Word?,14,1:02:38
Too $hort,You Nasty,14,56:41:00
Toosii,DICKPRESSED - EP,6,17:54
Toosii,Platinum Heart (Deluxe),20,59:59:00
Toosii,Poetic Pain,17,55:39:00
Toosii,Push Start - Single,1,3:13
Toosii,Thank You For Believing,13,38:49:00
Tory Lanez,Loner,10,32:13:00
Tory Lanez,PLAYBOY,12,46:22:00
Transviolet,Blue Flowers - EP,4,12:49
Travie McCoy,Golden (feat. Sia) - Single,1,3:35
Artist,Album,# Items,Total Time
